exercise,Participant,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num,label
raise_arms_horizontally,902202103a.xlsx,right,-0.239045722,-1.732826886,-0.245703149,0.673849919,-0.774949027,-1.92395975,-0.541676661,1.987957583,-0.162616054,0.424094336,-0.657817451,0.245630046,-0.417232533,-0.616132857,-0.485032259,0.320703357,-0.358010354,-0.458581446,-0.462381465,-0.642355495,-0.519899806,-0.655525194,-0.658309686,-0.327597664,-0.383518317,-0.675818052,-0.639470718,0.049255618,-0.762855347,0.587186615,-0.269917685,-0.664222773,-0.398426553,-1.128333166,-1.48872965,1.707654329,0.047788657,-0.279034352,0
raise_arms_horizontally,902202103b.xlsx,left,-0.239045722,-1.067421022,-0.777914754,0.237155838,-0.16298016,-0.358825393,-0.394134609,1.145924026,-0.472558221,0.293448744,-0.421250996,0.34211347,-0.372391873,-0.537326253,-0.492743756,0.303494537,-0.35660195,-0.428123253,-0.439526521,-0.564530829,-0.525658314,-0.665357744,-0.730472759,-0.226862597,-0.427663677,-0.622435375,-0.606401035,0.308631645,-0.476629939,-0.06992051,-0.470820827,-0.758622881,-0.314049315,0.709401121,-0.206422392,0.591920904,-0.022614109,0.212597601,0
raise_arms_horizontally,902202103b.xlsx,right,-0.239045722,-2.233011463,-0.795800691,0.738254955,-0.546983231,-2.009571918,-0.584936587,1.657158686,-0.869263246,0.90647806,-1.096330385,0.368519487,-0.461349412,-0.529813812,-0.5556415,0.327083582,-0.36679635,-0.469839529,-0.459426363,-0.547820943,-0.550122469,-0.535358172,-0.686969418,-0.274220201,-0.448648127,-0.654355204,-0.634154725,0.308631645,-0.354997065,0.565041995,-0.470820827,-0.758622881,-0.314049315,1.054909421,0.166720595,1.065689578,-0.022614109,0.212597601,0
raise_arms_horizontally,902202104b.xlsx,left,-1.445140046,0.097486351,-0.766950025,-0.909385805,0.10926723,1.42079946,0.979823549,-1.462876369,-0.463740792,-1.357208061,3.505289781,-2.304481862,2.210381194,2.768213112,1.948604544,-4.362459917,3.004080727,2.700338686,1.852445233,0.409048513,-0.109774508,-0.234901163,-0.279840807,0.451215564,0.085215409,0.131519476,-0.296397605,-1.199844722,1.670356948,0.160809125,0.053895365,-0.137252148,-0.835644603,0.450077332,-0.006500596,-1.434312472,0.554749727,-2.245562165,1
raise_arms_horizontally,902202104b.xlsx,right,-0.239045722,-0.837930248,-0.862567935,-0.467558841,0.478341726,-0.76532692,-0.514734763,-1.320031391,-0.808695272,-1.18385141,1.490358167,-0.618651881,0.218959163,0.700626191,0.165086732,0.41592201,-0.171538494,0.801901169,0.405320511,0.552736881,-0.244601062,-0.326942461,-0.361422858,-0.024843329,-0.186513685,-0.031762789,-0.434867557,-1.199844722,1.369028367,1.02603447,0.053895365,-0.137252148,-0.835644603,1.058380888,0.329929702,-1.19317506,0.554749727,-2.245562165,1
raise_arms_horizontally,902202105a.xlsx,left,0.967048602,1.415929624,-0.65145579,0.575813917,0.310008493,1.806196896,-0.510551089,-0.210351453,-0.311913099,-0.024120541,-0.841086802,0.321325136,-0.415309019,-0.234916843,-0.449349246,0.281107632,-0.350847143,-0.41433922,-0.440506147,-0.105950183,-0.190420146,-0.135020104,0.706026778,0.016352326,0.090532209,-0.233182691,0.220825003,1.98092445,-0.830725828,-1.167102172,-1.20866246,-0.553707986,-0.351568205,0.389431668,1.74562607,-0.480715999,0.007886112,2.179125414,0
raise_arms_horizontally,902202105a.xlsx,right,1.369080043,0.366018577,-0.274409558,0.347497234,1.983785487,0.665559685,1.052640215,-0.300295947,0.233873456,-0.159699603,-0.413765398,0.31652456,-0.247340607,-0.150549926,-0.160960685,0.29068123,-0.344179958,-0.339845472,-0.394383051,0.441917105,1.650071569,0.738549346,1.128512618,0.47701762,1.091992312,0.685618275,1.541746131,1.98092445,-0.636527771,-0.875929173,-1.20866246,-0.553707986,-0.351568205,0.244697245,2.203712711,-0.178940821,0.007886112,2.179125414,0
raise_arms_horizontally,902202105a2.xlsx,left,1.369080043,1.065365247,-0.663373532,0.495053057,-0.045295318,1.535806697,-0.490722943,0.426914852,0.796664508,-0.095747215,1.060145448,0.189933202,-0.183413843,-0.085171557,-0.390500787,0.282166952,-0.343119264,-0.311477339,-0.414393255,-0.338788176,-0.269170239,-0.370549084,-0.554377021,-0.278610811,-0.439548465,-0.489769055,-0.52259288,1.701071368,-0.416146934,-1.095291202,-0.316455848,-0.596158092,-0.399189504,-0.054896939,-0.21238685,0.215010902,0.048455784,1.687493461,0
raise_arms_horizontally,902202105a2.xlsx,right,1.369080043,-0.263189743,-0.076040054,0.552159602,-0.05357723,-0.047146667,-0.507848002,-0.625627094,1.582414167,0.217619484,0.983999545,0.238115125,-0.296290301,0.214832205,-0.4146449,0.28685304,-0.348101905,-0.231787354,-0.433570631,1.544673698,2.51171668,1.821687474,2.259968049,1.158916872,1.82535086,1.72243566,2.665500475,1.701071368,-0.091434467,-0.68609028,-0.316455848,-0.596158092,-0.399189504,-0.017490982,-0.265899423,0.706908403,0.048455784,1.687493461,0
raise_arms_horizontally,902202106a.xlsx,left,-0.239045722,-0.43354641,-0.213270669,-0.345603111,0.407158004,-2.209952262,1.844441616,0.830161442,0.986364546,0.434143997,1.958602759,-1.280312699,3.730776268,0.539772837,3.061959489,-1.255816109,2.803862683,0.768348458,3.360063456,-0.591307291,-0.423277186,-0.863313702,-0.65690388,-0.296446238,-0.372095486,-0.715112167,-0.578064282,-0.11456082,0.249818663,-0.283670205,-0.747416293,-0.597659519,-0.293969505,0.256202933,0.141498303,-0.255985921,-0.038437532,-0.279034352,0
raise_arms_horizontally,902202106a.xlsx,right,-0.239045722,-0.899937798,-0.350043995,-0.273036198,0.343507455,-0.991502999,-0.517977532,0.995560891,1.490628451,0.564789589,0.867342993,0.385843637,-0.175162923,-0.37906763,-0.377188399,0.325983415,-0.353560691,-0.303445556,-0.121703061,-0.56883699,-0.393291446,-0.692078601,-0.711507577,-0.309289165,-0.386816724,-0.593641264,-0.614147628,-0.11456082,-0.518366736,-0.035846593,-0.210230359,-0.597659519,-0.293969505,-0.047016048,0.076997559,0.458057923,-0.038437532,-0.279034352,0
bend_elbows,0812202001b.xlsx,left,-0.41295861,-1.872908096,-0.580535217,1.209100967,-0.462428136,-0.708847192,-0.060558302,-1.110663454,-1.452744494,0.376711476,1.20385413,0.131603938,0.24202872,0.504141442,1.193100454,-0.453899333,0.565256957,0.412024068,1.266151796,2.10314894,-2.803119801,1.56668211,-1.581378202,2.429824108,-2.180311794,1.99619374,-2.013274054,0.47306562,-0.804959866,-1.794584475,0.244531334,-1.623450741,1.358056806,-0.359211483,-1.081724749,-1.785463403,-0.344348992,1.713728744,0
bend_elbows,0812202001b.xlsx,right,-0.41295861,-1.094599747,-0.281867769,0.594486968,-0.32890842,-0.555332092,-0.052161385,-0.253571396,0.76412417,0.064845662,0.408639458,0.049656805,0.122537494,0.462313617,0.208644801,0.307898383,0.395165509,0.497751682,0.004421975,0.799151497,1.52065061,0.888916465,-0.577655471,1.043158175,1.248794151,1.040581518,0.706394554,0.47306562,-0.868875652,-1.775524287,0.244531334,-1.623450741,1.358056806,-0.312207582,-1.003889556,-1.777001102,-0.344348992,1.713728744,0
bend_elbows,0812202002a.xlsx,left,-0.41295861,-0.179028949,-0.608190388,0.822334239,-0.296097925,0.794859825,-0.146925108,-0.824966101,-0.724701728,1.312308919,-0.785873669,0.932094131,-0.77412014,-1.373314007,-1.007477739,1.326709931,-1.026256363,-1.121847989,-1.027350776,1.077688245,-0.162315356,0.621148734,-0.557352647,0.951607658,-0.784527008,0.88712414,-0.880429124,-0.862402812,0.384252363,0.48253955,0.345804877,2.125100994,0.114495856,-0.199508941,-0.663923056,0.66746478,-0.207357027,-0.511560819,0
bend_elbows,0812202002a.xlsx,right,-0.41295861,-0.670613639,-0.646895833,0.778944299,-0.341636257,-0.392587513,-0.648838981,-0.856710251,-1.101310394,1.804097318,-1.127009963,1.029702898,-0.880436351,-0.964794443,-1.340348476,1.725235566,-1.436317924,-0.529043836,-1.150736218,1.084088383,-1.179238683,1.151451099,-0.241595125,0.79440465,-1.197954589,1.206427531,-1.051882677,-0.862402812,0.598903316,0.511381918,0.345804877,2.125100994,0.114495856,-0.730372637,-0.24891956,0.506009968,-0.207357027,-0.511560819,0
bend_elbows,0812202002b.xlsx,left,-0.41295861,0.491440419,0.101243738,-0.852905125,-0.008269723,0.370126032,-0.55625013,0.730497262,0.938342121,0.628603096,-0.608582198,0.803346011,-0.636482488,-1.536501252,-0.028755609,1.002875886,-0.347698572,-1.772060828,0.294896177,-0.994001292,0.970862467,-0.782313752,0.929881947,-0.568209307,-0.03677387,-0.92329913,1.339547069,-0.983809033,0.22695937,0.028224809,1.76723288,-0.012941835,0.846834194,-0.628870443,0.045314242,-0.186246259,-0.296964362,-0.140679225,0
bend_elbows,0812202002b.xlsx,right,-0.41295861,-1.255426245,-0.604090804,0.635354138,-0.33074827,-0.095411635,-0.483361824,-0.888454402,-0.852556507,0.736556647,-1.211870035,0.750151154,-0.797762568,0.358790283,-0.953155827,-0.121867163,-0.374029027,0.463305704,-1.407296966,1.168497034,-0.763551384,0.799228737,-0.588199274,1.829451353,0.163679954,0.319513713,-0.358450239,-0.983809033,1.06781318,0.420172408,1.76723288,-0.012941835,0.846834194,-0.023968157,0.312605336,-0.209478502,-0.296964362,-0.140679225,0
bend_elbows,1212202001b.xlsx,left,0.04764907,1.198442943,-0.197595947,0.479849273,-0.302020017,0.421412337,-0.544030912,-0.499588561,-0.373120863,-1.220101466,0.669991344,-1.230568053,0.783989464,1.423827352,0.42645482,-1.002841924,0.897039258,1.715356928,0.51916435,0.255641461,0.087114233,0.493465995,-0.996524839,0.457885798,0.059304628,0.3159886,-0.509116851,0.099508017,0.170859019,-0.063634292,0.074898271,0.290325631,0.096770059,-0.109315984,-0.615147143,0.125948582,-0.204767478,0.230202369,1
bend_elbows,1212202001b.xlsx,right,0.04764907,2.071660415,0.075748397,0.585587039,-0.475703066,1.339709413,-0.195072847,0.63923283,0.914141995,-0.947218879,1.033868701,-0.933741379,1.121697093,0.961242187,0.745581632,-0.776591817,1.320943295,1.231547307,0.605671243,-0.868327797,0.742328232,-0.621027766,-0.345443402,-0.766742554,-0.565621227,-0.896878919,0.546063415,0.099508017,-0.139840181,-0.331198811,0.074898271,0.290325631,0.096770059,-0.156075638,-0.81862048,-0.057193407,-0.204767478,0.230202369,1
bend_elbows,1312202001a.xlsx,left,-0.41295861,-0.194640624,-0.858883943,0.45861857,-0.552324318,-1.322961623,-0.852823939,1.524101019,0.217337994,0.628603096,-0.707459539,0.567156888,-0.674925599,0.306132058,-1.054628699,0.059792644,-0.28910013,0.277540432,-1.21779808,-1.78354941,-2.098239793,-1.397608798,-1.48514658,-1.815372864,-2.625747149,-1.851209808,-2.24511215,-0.040576085,-0.02934111,0.090419939,-1.420302065,-0.227255451,-0.659850367,-0.184302237,1.302342882,0.044633204,-0.066717713,-0.511560819,0
bend_elbows,1312202001a.xlsx,right,-0.41295861,-0.442992451,-0.80075813,-0.076165554,-0.349728987,-1.220290169,-0.843888773,1.111427066,0.41653037,0.868499876,-0.541851968,0.712557907,-0.666029569,-0.074034281,-1.071430467,0.63410041,-0.420826683,0.036697585,-1.083347261,-1.510824068,-1.591641751,-0.218183582,-0.575509066,-1.889348818,-2.677144466,-1.047190187,-1.324585237,-0.040576085,-0.04474254,-0.062578181,-1.420302065,-0.227255451,-0.659850367,-0.426420634,1.205314342,-0.094213261,-0.066717713,-0.511560819,0
bend_elbows,1502202102a.xlsx,left,-0.41295861,-0.914139641,-0.43200958,0.789994489,-0.326080779,1.088739843,0.225651043,-0.475780448,0.128708958,1.0604173,0.012676606,0.896909699,-0.659734153,-0.593640138,-0.484964663,0.413796886,-0.280071494,-0.521673394,-0.951284006,0.752590291,0.61748984,0.74405037,0.119920436,0.711049054,1.186649311,0.809608257,0.494330097,-0.498184149,0.572280862,-0.002984622,0.152195932,-0.252893751,0.226064519,1.802673615,0.181941015,-1.208647445,-0.223128722,-0.140679225,1
bend_elbows,1502202102a.xlsx,right,-0.41295861,-1.006482616,-0.273351109,-0.505753506,-0.088231598,-0.848459242,-0.513401565,-0.634501199,-0.131941247,1.156376012,0.179206152,0.950495617,-0.607338021,0.043542201,-0.902246756,-0.004297405,-0.818599925,0.078910485,-0.590411957,0.788393764,0.266773728,0.544462376,-0.372761126,0.952464793,0.464849211,0.731750042,0.401873257,-0.498184149,0.682832969,0.179146041,-0.429458291,-0.252893751,0.725636305,1.197294931,-0.251148674,-0.850687954,-0.284150557,0.230202369,1
bend_elbows,1502202102b.xlsx,left,-0.41295861,-0.300405618,-0.222086181,0.685140357,-0.293906766,0.352006464,0.063860986,-0.158338945,-0.101131198,1.336298597,-1.197536143,0.922031346,-0.857610246,-1.273141141,-1.206458125,1.488084467,-1.412823207,-1.252716002,-1.167200143,-0.051929372,0.622865131,0.691236542,-0.275876539,0.104041906,1.776889388,0.048529334,-0.491682995,-0.544878849,0.233104953,0.42829875,0.174828392,-0.456409865,0.277900762,-1.422092912,0.385411241,0.586390317,-0.230160687,-0.140679225,0
bend_elbows,1502202102b.xlsx,right,-0.41295861,-0.582316895,-0.314493752,-0.396155521,-0.0850251,-0.900797397,-0.64387732,-0.253571396,-0.245955067,1.048422461,-0.873646755,0.857670098,-0.817893457,0.159607931,-0.811408069,0.703603118,-0.421973826,0.513081543,-0.977893346,-0.130280556,0.158590628,0.806737927,-0.049906339,0.386925706,-0.047379522,-0.081628566,0.480591997,-0.544878849,0.559373255,0.497710798,0.174828392,-0.456409865,0.277900762,-1.241199239,0.444080321,0.556365065,-0.230160687,-0.140679225,0
bend_elbows,1502202103a.xlsx,left,0.50825675,1.333457779,2.91371035,0.860029686,-0.275125346,0.012210959,0.435233047,-0.913144296,-0.576113829,-0.167054559,0.348581797,-0.089813442,0.237923227,0.537294406,0.591130529,-0.628423729,0.771428904,0.550256177,0.474000699,1.324042906,0.183189664,0.487845109,0.722266615,0.989332159,2.277327925,0.888034033,0.981375765,-0.507523089,0.751259272,0.564677808,-0.814237263,-0.24693681,0.241475474,0.818299993,0.282247756,-0.973893656,-0.225238311,-0.140679225,1
bend_elbows,1502202103a.xlsx,right,0.04764907,1.174345681,3.198221672,-0.002562072,0.496144866,0.842126798,2.984510643,-0.638469218,-0.242495304,-0.181048537,0.734507083,0.034993133,0.262044718,-0.510711892,0.909349486,0.414958502,-0.230603227,-0.672898647,1.112352621,0.793714498,1.36664592,0.105429839,1.057399279,0.69668016,0.498359984,0.79222923,1.226458221,-0.507523089,0.795008568,0.458587168,-0.814237263,-0.24693681,0.241475474,0.384746553,0.218045127,-0.824242701,-0.225238311,-0.140679225,1
bend_elbows,1502202105b.xlsx,left,-0.41295861,-0.334612522,0.216954444,0.872162084,-0.428569785,1.212202144,0.550741035,-0.983686853,-1.277027444,-1.506478248,-0.790017384,-1.015696116,-0.472408105,0.74791788,0.468984732,-0.705382933,1.100840896,0.486395921,0.319999103,1.334798164,-1.692613954,1.120874663,-0.569411938,1.573245138,-0.675310508,1.160715418,-1.150485916,-0.890419633,0.272933362,0.792459523,0.582865198,1.669269504,0.153569188,-1.62725759,-0.709994479,1.389412479,-0.2129826,-0.511560819,0
bend_elbows,1502202105b.xlsx,right,-0.41295861,-0.846688917,-0.105037024,0.28863415,-0.305300211,0.329353305,-0.203382654,-0.951942702,-0.960945985,-1.710390511,-1.191500658,-1.233612263,-0.522239926,1.964522442,-0.654989004,-1.834388922,0.54003843,1.974918824,-0.955845832,1.35798673,-0.886541034,1.026509197,-0.916320748,1.474455799,-0.612075637,1.351384854,-0.702161887,-0.890419633,0.523355231,0.907375647,0.582865198,1.669269504,0.153569188,-1.616058138,-0.831008716,1.460488129,-0.2129826,-0.511560819,0
bend_elbows,1502202106a.xlsx,left,-0.41295861,-0.513169279,-0.730391722,0.400554029,-0.192754169,0.49684935,-0.10799935,-0.412292148,-0.388724916,1.132386334,0.477949205,1.043611403,-0.391742715,-1.233279603,0.332993386,0.469985352,0.084188674,-1.09887005,0.555242899,0.249623383,-0.161442058,0.94169499,-0.60296652,-0.59338512,0.439672295,0.844032956,-0.152379457,0.183558478,-0.388483647,0.142076249,-0.612676234,-0.310268512,-0.824275729,0.3300519,2.520828685,0.186801462,-0.027338705,-0.511560819,0
bend_elbows,1502202106a.xlsx,right,-0.41295861,-0.169971107,-0.326941486,0.356176281,-0.310387781,-0.433211219,0.226166488,-0.412292148,0.128708958,0.892489554,-0.28162396,0.929180787,-0.292056229,-1.021978902,0.197763548,0.334933162,0.173176047,-0.94230643,0.524433244,0.324548992,0.081807745,0.896407187,-0.526732811,0.957242221,0.724421232,0.241125705,-0.769651048,0.183558478,-0.366169228,0.095300838,-0.612676234,-0.310268512,-0.824275729,0.308810114,2.462215537,0.086667563,-0.027338705,-0.511560819,0
bend_elbows,1502202106b.xlsx,left,-0.41295861,-0.308695786,0.029931239,0.747926029,-0.427245406,-0.360206039,-0.832497846,-0.761477801,-0.993408787,-0.486916932,3.359072058,-1.767343472,1.933425277,0.149960249,2.822187805,0.346511934,1.639295149,0.111964964,3.062342359,0.696924828,-1.249748453,1.217953577,-0.713696547,0.511797967,1.0849325,0.681618793,-0.866039716,-1.235960416,1.081727236,1.341234072,-0.620542129,2.352174807,-0.639164946,0.304902696,-0.800187778,0.817360463,-0.071378901,-1.253324007,1
bend_elbows,1502202106b.xlsx,right,-0.41295861,-1.021985225,-0.524755891,0.659692126,-0.315936797,0.120754028,0.056370256,-0.856710251,-0.839830258,-1.218602112,2.307438459,-2.518079696,2.270311893,1.901070954,3.165409001,-1.258977235,3.37805974,1.910089007,3.606102776,1.216894987,-0.39694934,0.668813037,-0.323774148,0.955286373,-0.320220266,1.082825897,-0.280162646,-1.235960416,1.330798164,1.410236682,-0.620542129,2.352174807,-0.639164946,-0.044197151,-0.447830449,0.88436257,-0.071378901,-1.253324007,1
bend_elbows,1901202101b.xlsx,left,-0.41295861,-0.489285901,-0.357590925,0.027784244,-0.264059201,-1.255163786,-0.802916071,0.667008962,0.582591997,0.628603096,-0.72289736,0.539426462,-0.690002816,0.257268665,-0.342333929,1.057376523,-0.493086931,0.679472892,0.163141058,-0.838044423,0.818848107,-0.0136237,-0.290058654,-1.020339917,0.224399803,-0.306158325,0.446905043,1.220180827,-1.281770705,-1.383828065,-1.460864314,-0.146201059,0.307875927,1.163766069,0.302018872,-0.765144441,-0.234145468,1.34284715,0
bend_elbows,1901202101b.xlsx,right,-0.41295861,0.754475541,0.139190061,0.575881627,-0.34151312,0.210886601,0.517032249,0.44479991,0.902563246,1.636169572,-0.647818909,1.04018411,-0.82830717,-1.669909145,-1.128040186,1.486617461,-1.308898882,-1.68384533,-0.976849068,-0.481221378,1.29747438,-0.036171672,0.786470015,-0.505682213,0.912504402,-0.175111011,0.767929755,1.220180827,-1.515179556,-1.836693928,-1.460864314,-0.146201059,0.307875927,0.453566806,-0.311415806,-1.00044616,-0.234145468,1.34284715,1
bend_elbows,1901202101b2.xlsx,left,1.42947211,-0.532121701,-0.709666272,0.228311876,-0.35121184,-0.546593773,0.17412437,0.747812253,0.72919794,-0.558885966,-0.397080295,-0.167191358,-0.285479781,0.902918993,-0.361070109,-0.404101548,-0.01027204,0.724758518,0.056115189,-0.922030165,0.2185439,-0.592362802,-0.642181498,-1.01425493,-0.352739594,-0.832863728,-0.443784159,1.892584514,-0.728725937,-0.690172326,-0.186352037,-0.063462071,-0.448666724,-0.309387566,-0.921945369,0.748493537,-0.111576175,0.971965556,0
bend_elbows,1901202101b2.xlsx,right,1.42947211,2.522800767,-0.271935772,0.448988613,-0.487264741,1.141061853,-0.446528853,2.666890429,2.280984406,1.036427622,-0.459041723,0.856548128,-0.688071317,-1.856318522,-0.930676671,1.506013514,-1.46845984,-1.844583541,-0.94491734,-1.788534723,0.527158664,-2.032956058,1.303688372,-0.920354804,1.089140259,-1.927200376,-0.058942334,1.892584514,-1.339156996,-1.201577551,-0.069150812,-0.196867069,-0.448666724,-0.280705572,-1.057181356,0.417429199,-0.111576175,0.971965556,0
bend_elbows,2001202101a.xlsx,left,-0.41295861,-0.788942611,-0.715809345,-0.568098698,-0.45114229,-1.189357091,-0.753463151,-0.539268749,-0.721176076,1.132386334,-0.640584097,0.922928378,-0.781847944,-0.20738517,-0.325936741,0.101643949,-0.378858061,-0.357773257,-0.121215273,0.233822126,-0.748470742,0.339308046,-0.646034461,-0.518902307,-0.043298346,0.477599037,-0.595947551,0.323642579,-0.468392792,0.096369054,2.050278872,-0.535682271,-0.505525962,-1.200861854,-1.410085133,1.535768634,-0.100069322,-0.140679225,0
bend_elbows,2001202101a.xlsx,right,0.04764907,-0.158744253,-0.200927157,-2.504474225,4.546515364,0.550155426,-0.302535885,-0.832902139,-0.801168233,0.763545034,2.059202584,1.298351279,-0.30737071,-1.083513942,1.249444547,0.522310223,-0.360672834,-0.806469094,1.013076792,0.358357059,1.286438049,-0.182217049,2.971934978,0.646316208,0.372081863,0.147547724,1.669036577,0.323642579,-0.629840437,-0.34480057,0.941525861,-0.535682271,-0.505525962,-0.969525398,-1.642816193,1.097837759,-0.100069322,-0.140679225,0
bend_elbows,2001202101b.xlsx,left,0.04764907,-0.150731952,0.040438624,-3.2321263,4.396993803,0.406667744,-0.303504675,-0.999558928,-1.101310394,0.322734701,1.661879476,1.208634221,-0.335266276,-0.570639161,1.341166149,0.146250793,-0.501471624,-0.358970751,1.052993565,0.569146966,1.149875896,-0.759888596,2.179001094,0.487790903,0.069837527,0.27686943,1.20067656,-0.059253965,-0.61448028,0.546555898,4.471122732,2.343628099,-0.64561394,-2.378614288,-1.259717993,2.183551425,-0.069932326,-0.511560819,0
bend_elbows,2001202101b.xlsx,right,-0.41295861,-0.325038544,-0.480218659,0.26120892,-0.10442917,0.205679247,-0.258154416,-0.72973365,-0.925593344,1.024432783,-1.139752798,0.947001115,-0.901453811,0.207422206,-1.34146371,-0.258817843,-0.826971743,0.477298869,-1.507791937,0.647270516,-0.645388855,0.790218609,-0.53658188,0.704053779,0.168813506,0.558300205,-0.296253907,-0.059253965,-0.659049152,0.103538547,0.83278905,2.343628099,-0.64561394,-2.390558477,-1.468545368,1.712127504,-0.069932326,-0.511560819,0
bend_elbows,2001202102b.xlsx,left,0.50825675,-0.425665975,-0.397929935,-0.233682711,0.36982279,-0.251831567,-0.073853222,1.481775486,1.923813055,-0.624191201,0.361230142,-0.310142498,0.058980931,-0.979586807,1.640408186,0.262069292,0.418944069,-1.272074624,1.044250242,-0.97480839,1.687032659,-1.317526226,2.166737642,-0.654266149,0.811272971,-1.063056843,2.354432303,0.547777141,-0.64351911,-0.353922497,-0.537021838,-0.424346506,-0.273009685,1.563751752,1.700794986,-0.393489765,-0.14476137,0.230202369,1
bend_elbows,2001202102b.xlsx,right,0.50825675,-0.373563401,-0.576545561,0.339157369,-0.297905769,0.470517822,0.178262005,0.864528119,1.004241672,0.047519784,0.632755505,0.058792613,0.411332033,-0.734577855,-0.389786154,0.906179015,-0.591452019,-1.018659709,-0.588768899,-0.972464328,0.357798796,-0.395732654,0.725536633,-0.801818737,0.369638003,-0.835626672,0.449096563,0.547777141,-0.396232624,-0.048963983,-0.537021838,-0.25267394,-0.661620805,1.866705726,2.039945544,-0.16253255,-0.066315886,-0.140679225,1
bend_elbows,2112202001a.xlsx,left,0.04764907,0.292273696,-0.236036626,0.593897803,-0.415299275,1.063646715,0.245701842,-0.610693087,-0.494321137,0.238770828,1.541362986,0.326255818,0.0813841,-0.005393587,-0.177034141,-0.25933106,-0.251267517,-0.059666166,0.196052786,0.517353634,-0.397747935,0.177902151,-0.506717619,-0.271453443,0.100829516,0.415771794,-0.316681522,1.901923454,-1.329212028,-1.759879561,-1.475837021,-0.067479673,-0.155075963,1.418337434,-0.053347082,-1.40821043,-0.165232204,1.34284715,1
bend_elbows,2112202001a.xlsx,right,-0.41295861,-0.72000653,-0.436724949,0.782457099,-0.295232718,-0.980065553,-0.487036961,0.127358407,0.909108811,-0.582875644,-0.383741538,-0.258360942,-0.207056658,1.269934102,-0.588039621,-1.608868792,-0.263564219,0.990731495,-0.571171037,0.207091322,1.731454814,0.639832945,0.134459952,0.140939612,1.076519541,0.645814644,1.242375014,1.901923454,-1.253386011,-1.509560687,-1.475837021,-0.067479673,-0.155075963,1.806538026,0.14505821,-1.254314602,-0.165232204,1.34284715,1
bend_elbows,2112202001a2.xlsx,left,2.811295151,2.07518831,3.043272439,-3.597598208,2.645460579,0.933230606,0.156298223,-0.332931772,-0.590187566,-1.914302774,1.693299837,-3.115887553,3.513072692,-0.703651834,0.321062315,-0.696859854,2.175289231,-0.488180084,-0.000917656,-0.75970356,0.256462881,-1.567932931,1.870993208,-1.049419787,0.081917794,-0.780916725,0.827132178,-0.330083227,0.17881897,-0.437500534,0.075306512,-0.320964741,0.049960879,-0.383074581,0.395466543,-1.151621213,-0.197813645,-0.140679225,1
bend_elbows,2112202001a2.xlsx,right,1.890079791,0.169851881,0.913048676,-2.21044438,2.289552152,0.021206089,0.569862531,-0.647727929,-0.938508796,-1.538464485,1.548983269,-2.507801315,3.173990812,-0.168600093,0.866773691,-0.874111055,-0.029700671,0.378998662,0.872480053,0.037068029,-0.027051165,-1.181503954,1.926694662,-0.809905643,0.143830358,-0.506690972,1.839435535,-0.330083227,0.204174628,0.010271141,0.075306512,-0.109998698,-0.427597952,0.033017432,0.741465632,-0.98673342,-0.115740559,-0.511560819,1
bend_elbows,2112202001b.xlsx,left,0.04764907,1.064041143,0.673860845,0.487426589,-0.310782426,-0.244323747,-0.097039914,-0.582916955,-0.523975573,0.354221153,0.009936022,0.488824386,-0.543159001,-0.160726058,-0.462252687,-0.139992734,-0.24762807,-0.481490281,-0.148991787,0.471472745,-0.015882325,0.409235878,-0.665385221,-0.212831242,-0.162712536,0.908706625,-0.124449338,1.070757786,-0.815441207,-0.619186898,-1.321397593,-0.716620589,-0.624013277,-1.632616424,-1.948209897,1.246120016,-0.074754245,0.230202369,0
bend_elbows,2112202001b.xlsx,right,0.04764907,0.238219077,-0.109839265,0.768670185,-0.320784408,-1.311091136,-0.564953397,-0.805126007,-0.89881757,0.711067614,-0.015793145,0.547995657,-0.571667446,0.327942727,-0.767932293,-0.149284712,-0.475957136,0.216036631,-0.85821294,0.834076883,-0.751387147,0.88034978,-0.889124263,0.91411125,-0.235362968,0.758698886,-0.76442309,1.070757786,-0.66820644,-0.334068481,-1.457082165,-0.716620589,-0.624013277,-1.525350103,-1.792079949,1.536587529,-0.074754245,0.230202369,0
bend_elbows,2112202002b.xlsx,left,-0.41295861,-0.573009853,-0.564087316,-0.164177693,0.013628403,-0.798012956,-0.887779065,2.317704776,1.817355633,-0.15106144,-0.517449759,0.09403982,-0.457502154,-1.255092013,-0.938741109,1.171650503,-1.22313391,-1.549535646,-0.287542416,-1.587762041,0.748275991,-1.575539226,0.390815221,-1.211088034,0.206561361,-1.597245825,0.848506304,0.062152256,-0.807904405,0.335517987,-0.584393933,-0.26734518,-0.739256767,0.138607718,0.740298848,1.190939182,-0.048233689,-0.511560819,0
